alert_type,detail,label_options,layer,location,manual_label,manual_notes,new_commit,new_date,old_commit,old_date,pair_id,path,severity
operation_removed,Existing operation disappeared.,true_breaking|potentially_breaking|semantic_risk|non_breaking|documentation_only|ambiguous,compatibility,POST /#X-Amz-Target=DynamoDB_20111205.UpdateTable,true_breaking,Heuristic: removed operation is breaking for existing callers.,2012-08-10,,2011-12-05,,pair_0040,amazonaws.com:dynamodb,high
schema_field_added,New schema property added.,true_breaking|potentially_breaking|semantic_risk|non_breaking|documentation_only|ambiguous,non_breaking,VirtualNodeRef.lastUpdatedAt,non_breaking,Heuristic: additive non-breaking alert layer.,2019-01-25,,2018-10-01,,pair_0034,amazonaws.com:appmesh,low
schema_field_added,New schema property added.,true_breaking|potentially_breaking|semantic_risk|non_breaking|documentation_only|ambiguous,non_breaking,CancelRequest.mpiData,non_breaking,Heuristic: additive non-breaking alert layer.,46,,40,,pair_0025,adyen.com:PaymentService,low
schema_field_added,New schema property added.,true_breaking|potentially_breaking|semantic_risk|non_breaking|documentation_only|ambiguous,non_breaking,ResponseAdditionalDataDeliveryAddress.deliveryAddress.city,non_breaking,Heuristic: additive non-breaking alert layer.,46,,40,,pair_0027,adyen.com:PayoutService,low
operation_removed,Existing operation disappeared.,true_breaking|potentially_breaking|semantic_risk|non_breaking|documentation_only|ambiguous,compatibility,GET /2017-10-30/streaming-distribution/{Id}/config,true_breaking,Heuristic: removed operation is breaking for existing callers.,2018-06-18,,2017-10-30,,pair_0038,amazonaws.com:cloudfront,high
operation_added,New operation added.,true_breaking|potentially_breaking|semantic_risk|non_breaking|documentation_only|ambiguous,non_breaking,GET /v20190125/meshes/{meshName}/virtualGateway/{virtualGatewayName}/gatewayRoutes/{gatewayRouteName},non_breaking,Heuristic: additive non-breaking alert layer.,2019-01-25,,2018-10-01,,pair_0034,amazonaws.com:appmesh,low
schema_field_removed,Existing schema property disappeared.,true_breaking|potentially_breaking|semantic_risk|non_breaking|documentation_only|ambiguous,compatibility,OAuth2AuthorizationServerContract.resourceOwnerUsername,potentially_breaking,Heuristic: compatibility-risk schema change.,2016-10-10,,2016-07-07,,pair_0056,azure.com:apimanagement,high
operation_added,New operation added.,true_breaking|potentially_breaking|semantic_risk|non_breaking|documentation_only|ambiguous,non_breaking,DELETE /2017-10-31/functions/{FunctionName}/concurrency,non_breaking,Heuristic: additive non-breaking alert layer.,2015-03-31,,2014-11-11,,pair_0041,amazonaws.com:lambda,low
operation_added,New operation added.,true_breaking|potentially_breaking|semantic_risk|non_breaking|documentation_only|ambiguous,non_breaking,PATCH /subscriptions/{subscriptionId}/resourceGroups/{resourceGroupName}/providers/Microsoft.ApiManagement/service/{serviceName}/apis/{apiId}/issues/{issueId},non_breaking,Heuristic: additive non-breaking alert layer.,2018-01-01,,2017-03-01,,pair_0060,azure.com:apimanagement-apimapis,low
schema_field_added,New schema property added.,true_breaking|potentially_breaking|semantic_risk|non_breaking|documentation_only|ambiguous,non_breaking,ListFunctionUrlConfigsResponse.FunctionUrlConfigs,non_breaking,Heuristic: additive non-breaking alert layer.,2015-03-31,,2014-11-11,,pair_0041,amazonaws.com:lambda,low
schema_field_added,New schema property added.,true_breaking|potentially_breaking|semantic_risk|non_breaking|documentation_only|ambiguous,non_breaking,DescribeSuggestersRequest.Deployed,non_breaking,Heuristic: additive non-breaking alert layer.,2013-01-01,,2011-02-01,,pair_0039,amazonaws.com:cloudsearch,low
deep_enum_signature_removed,components.schemas.TransactionRule.properties.entryModes.items:barcode|chip|cof|contactless|magstripe|manual|ocr|server|unknown,true_breaking|potentially_breaking|semantic_risk|non_breaking|documentation_only|ambiguous,semantic,enum,semantic_risk,Heuristic: semantic alert layer requires domain review.,2,,1,,pair_0004,adyen.com:BalancePlatformService,medium
schema_field_removed,Existing schema property disappeared.,true_breaking|potentially_breaking|semantic_risk|non_breaking|documentation_only|ambiguous,compatibility,FieldLevelEncryptionConfigInUse.Message,potentially_breaking,Heuristic: compatibility-risk schema change.,2018-06-18,,2017-10-30,,pair_0038,amazonaws.com:cloudfront,high
schema_field_added,New schema property added.,true_breaking|potentially_breaking|semantic_risk|non_breaking|documentation_only|ambiguous,non_breaking,PayoutRequest.additionalData,non_breaking,Heuristic: additive non-breaking alert layer.,46,,40,,pair_0027,adyen.com:PayoutService,low
schema_field_removed,Existing schema property disappeared.,true_breaking|potentially_breaking|semantic_risk|non_breaking|documentation_only|ambiguous,compatibility,conditions.logAnalyticsSearchResults,potentially_breaking,Heuristic: compatibility-risk schema change.,2019-03-01,,2018-11-02-privatepreview,,pair_0051,azure.com:alertsmanagement-AlertsManagement,high
schema_field_added,New schema property added.,true_breaking|potentially_breaking|semantic_risk|non_breaking|documentation_only|ambiguous,non_breaking,SweepCounterparty.balanceAccountId,non_breaking,Heuristic: additive non-breaking alert layer.,2,,1,,pair_0004,adyen.com:BalancePlatformService,low
schema_field_added,New schema property added.,true_breaking|potentially_breaking|semantic_risk|non_breaking|documentation_only|ambiguous,non_breaking,CsvOptions.Delimiter,non_breaking,Heuristic: additive non-breaking alert layer.,2012-08-10,,2011-12-05,,pair_0040,amazonaws.com:dynamodb,low
schema_field_removed,Existing schema property disappeared.,true_breaking|potentially_breaking|semantic_risk|non_breaking|documentation_only|ambiguous,compatibility,ResponseAdditionalDataCommon.requestAmount,potentially_breaking,Heuristic: compatibility-risk schema change.,46,,40,,pair_0027,adyen.com:PayoutService,high
schema_field_added,New schema property added.,true_breaking|potentially_breaking|semantic_risk|non_breaking|documentation_only|ambiguous,non_breaking,TextOptions.SortEnabled,non_breaking,Heuristic: additive non-breaking alert layer.,2013-01-01,,2011-02-01,,pair_0039,amazonaws.com:cloudsearch,low
schema_field_added,New schema property added.,true_breaking|potentially_breaking|semantic_risk|non_breaking|documentation_only|ambiguous,non_breaking,ClientPolicyTls.ports,non_breaking,Heuristic: additive non-breaking alert layer.,2019-01-25,,2018-10-01,,pair_0034,amazonaws.com:appmesh,low
schema_field_added,New schema property added.,true_breaking|potentially_breaking|semantic_risk|non_breaking|documentation_only|ambiguous,non_breaking,EventSourceMappingConfiguration.BisectBatchOnFunctionError,non_breaking,Heuristic: additive non-breaking alert layer.,2015-03-31,,2014-11-11,,pair_0041,amazonaws.com:lambda,low
schema_field_added,New schema property added.,true_breaking|potentially_breaking|semantic_risk|non_breaking|documentation_only|ambiguous,non_breaking,ThreeDS2Result.authenticationValue,non_breaking,Heuristic: additive non-breaking alert layer.,40,,30,,pair_0024,adyen.com:PaymentService,low
schema_field_added,New schema property added.,true_breaking|potentially_breaking|semantic_risk|non_breaking|documentation_only|ambiguous,non_breaking,ExportTableToPointInTimeInput.S3Bucket,non_breaking,Heuristic: additive non-breaking alert layer.,2012-08-10,,2011-12-05,,pair_0040,amazonaws.com:dynamodb,low
